id,cc,sex,gen,dob,day,sire,dam
9032,white,F,F7,6/6/1997,F,7146,6876
9033,white,M,F7,6/6/1997,F,7146,6876
9083,black,F,F7,6/6/1997,F,6891,7396
9089,white,M,F7,6/6/1997,F,6891,7396
9096,black,F,F7,6/6/1997,F,7319,7004
9102,white,M,F7,6/6/1997,F,7319,7004
9105,tan,M,F7,6/6/1997,F,6999,7404
9106,tan,F,F7,6/6/1997,F,6999,7404
9130,tan,M,F7,6/6/1997,F,6999,7404
9147,tan,F,F7,6/7/1997,Sa,6989,7371
9148,tan,M,F7,6/7/1997,Sa,6989,7371
9150,black,M,F7,6/7/1997,Sa,7514,7532
9155,white,M,F7,6/7/1997,Sa,7514,7532
9207,black,F,F7,6/8/1997,Su,7383,7227
9208,black,M,F7,6/8/1997,Su,7383,7227
9210,white,M,F7,6/8/1997,Su,7074,7512
9271,tan,M,F7,6/10/1997,Tu,7015,7572
9285,black,M,F7,6/10/1997,Tu,7366,7628
9289,black,F,F7,6/10/1997,Tu,7366,7628
9291,white,F,F7,6/10/1997,Tu,7366,7628
9298,black,M,F7,6/10/1997,Tu,7571,7474
9299,black,F,F7,6/10/1997,Tu,7571,7474
9300,black,F,F7,6/10/1997,Tu,7571,7474
9312,tan,M,F7,6/10/1997,Tu,7533,7568
9313,tan,M,F7,6/10/1997,Tu,7533,7568
9323,black,F,F7,6/10/1997,Tu,7533,7568
9351,tan,M,F7,6/12/1997,Th,7117,7631
9352,black,F,F7,6/12/1997,Th,7117,7631
9355,white,F,F7,6/12/1997,Th,7636,7583
9359,white,F,F7,6/12/1997,Th,7636,7583
9360,tan,M,F7,6/12/1997,Th,7636,7583
9372,black,F,F7,6/13/1997,F,7376,7541
9410,tan,M,F7,6/19/1997,Th,7735,7788
9413,black,F,F7,6/19/1997,Th,7789,7727
9516,white,F,F7,6/23/1997,M,7027,6990
9519,black,M,F7,6/23/1997,M,7027,6990
9523,black,F,F7,6/23/1997,M,7027,6990
9538,white,F,F7,6/23/1997,M,7884,7875
9548,black,M,F7,6/23/1997,M,7884,7875
9550,black,M,F7,6/23/1997,M,7884,7875
9567,white,M,F7,6/23/1997,M,7713,7949
9568,white,F,F7,6/23/1997,M,7713,7949
9586,black,F,F7,6/25/1997,W,7641,7802
9593,white,M,F7,6/25/1997,W,7766,7874
9596,white,M,F7,6/25/1997,W,7766,7874
9609,tan,M,F7,6/25/1997,W,8010,8051
9611,tan,M,F7,6/25/1997,W,8010,8051
9613,black,F,F7,6/25/1997,W,8010,8051
9619,black,M,F7,6/26/1997,Th,7938,7228
9620,black,F,F7,6/26/1997,Th,7938,7228
9626,white,M,F7,6/26/1997,Th,7877,7946
9631,black,F,F7,6/26/1997,Th,7465,7940
9632,black,M,F7,6/26/1997,Th,7465,7940
9637,black,F,F7,6/26/1997,Th,7465,7940
9659,black,M,F7,6/27/1997,F,7985,7997
9661,black,F,F7,6/27/1997,F,7985,7997
9666,tan,F,F7,6/27/1997,F,8033,7794
9667,tan,M,F7,6/27/1997,F,8033,7794
9670,tan,F,F7,6/27/1997,F,8033,7794
9675,black,F,F7,6/28/1997,Sa,7972,7981
9683,black,M,F7,6/28/1997,Sa,7972,7981
9684,black,M,F7,6/28/1997,Sa,7972,7981
9689,black,F,F7,6/28/1997,Sa,7486,8017
9695,tan,F,F7,6/28/1997,Sa,7658,8023
9697,tan,M,F7,6/28/1997,Sa,7658,8023
9710,tan,M,F7,6/28/1997,Sa,8025,7782
9717,black,M,F7,6/28/1997,Sa,8031,8059
9720,black,F,F7,6/28/1997,Sa,8031,8059
9722,white,M,F7,6/28/1997,Sa,8031,8059
9723,black,M,F7,6/28/1997,Sa,8044,7647
9741,black,M,F7,6/29/1997,Su,7661,8118
9750,white,F,F7,6/29/1997,Su,7661,8118
9752,white,F,F7,6/29/1997,Su,8095,8007
9758,white,F,F7,6/29/1997,Su,8095,8007
9774,black,M,F7,6/30/1997,M,8109,8038
9775,black,M,F7,6/30/1997,M,8109,8038
9779,tan,M,F7,6/30/1997,M,8113,7354
9780,white,F,F7,6/30/1997,M,8113,7354
9782,tan,F,F7,6/30/1997,M,8113,7354
9793,black,F,F7,6/30/1997,M,7438,8213
9794,black,M,F7,6/30/1997,M,7438,8213
9799,black,F,F7,6/30/1997,M,8217,8211
9805,black,M,F7,6/30/1997,M,8217,8211
9806,white,M,F7,6/30/1997,M,8217,8211
9811,white,F,F7,6/30/1997,M,8198,8104
9814,white,M,F7,6/30/1997,M,8198,8104
9818,black,F,F7,6/30/1997,M,7472,7656
9821,black,M,F7,6/30/1997,M,7472,7656
9822,black,M,F7,6/30/1997,M,8124,8128
9824,black,F,F7,6/30/1997,M,8124,8128
9835,black,M,F7,7/1/1997,Tu,7566,8154
9840,black,F,F7,7/1/1997,Tu,7566,8154
9841,black,F,F7,7/1/1997,Tu,7566,8154
9845,white,M,F7,7/1/1997,Tu,7980,8188
9856,tan,M,F7,7/1/1997,Tu,8133,7926
9857,tan,F,F7,7/1/1997,Tu,8133,7926
9864,black,M,F7,7/1/1997,Tu,8139,8123
9869,black,F,F7,7/1/1997,Tu,8139,8123
9870,black,M,F7,7/3/1997,Th,7908,8142
9871,white,M,F7,7/3/1997,Th,7908,8142
9875,white,F,F7,7/3/1997,Th,7908,8142
9879,black,F,F7,7/3/1997,Th,8120,8222
9880,black,M,F7,7/3/1997,Th,8120,8222
9899,white,M,F7,7/3/1997,Th,8156,7484
9902,black,M,F7,7/3/1997,Th,8156,7484
9912,white,F,F7,7/2/1997,W,7623,8119
9915,tan,M,F7,7/2/1997,W,7623,8119
9919,tan,M,F7,7/2/1997,W,7623,8119
9924,black,M,F7,7/2/1997,W,8055,8138
9927,black,F,F7,7/2/1997,W,8055,8138
9935,black,M,F7,7/2/1997,W,7545,8158
9936,black,F,F7,7/2/1997,W,7545,8158
9944,white,M,F7,7/2/1997,W,7954,8199
9948,white,M,F7,7/2/1997,W,7954,8199
9969,black,F,F7,7/4/1997,F,7525,8018
9971,black,M,F7,7/4/1997,F,7525,8018
9975,black,F,F7,7/4/1997,F,7525,8018
9994,black,M,F7,7/5/1997,Sa,8184,8171
9995,black,F,F7,7/5/1997,Sa,8184,8171
10015,white,F,F7,7/6/1997,Su,7779,8028
10020,tan,F,F7,7/6/1997,Su,7779,8028
10021,tan,M,F7,7/6/1997,Su,7779,8028
10025,white,M,F7,7/6/1997,Su,7777,8201
10026,white,F,F7,7/6/1997,Su,7777,8201
10051,black,F,F7,7/6/1997,Su,7804,8372
10059,black,F,F7,7/6/1997,Su,8383,8345
10061,black,M,F7,7/6/1997,Su,8383,8345
10071,black,M,F7,7/7/1997,M,8209,8232
10075,black,F,F7,7/7/1997,M,8209,8232
10087,tan,F,F7,7/7/1997,M,8360,8380
10088,black,M,F7,7/7/1997,M,8360,8380
10101,white,F,F7,7/8/1997,Tu,8252,8336
10115,black,F,F7,7/8/1997,Tu,8228,7384
10117,black,F,F7,7/9/1997,W,8335,8251
10125,black,F,F7,7/9/1997,W,8224,8364
10128,black,M,F7,7/9/1997,W,8224,8364
10129,black,F,F7,7/9/1997,W,8224,8364
10135,black,F,F7,7/10/1997,Th,7905,7968
10137,black,F,F7,7/10/1997,Th,7905,7968
10142,black,F,F7,7/10/1997,Th,8370,7810
10179,black,F,F7,7/13/1997,Su,8166,7784
10181,white,F,F7,7/15/1997,Tu,7235,7664
10187,black,M,F7,7/15/1997,Tu,7235,7664
10195,,M,F7,7/15/1997,Tu,8430,8447
10201,black,M,F7,7/16/1997,W,8159,8226
10202,black,F,F7,7/16/1997,W,8159,8226
10217,black,M,F7,7/17/1997,Th,8013,7527
10239,black,F,F7,7/20/1997,Su,8411,8474
10241,black,M,F7,7/21/1997,M,8470,7910
10244,white,F,F7,7/21/1997,M,8470,7910
10258,white,M,F7,7/22/1997,Tu,8255,8331
10274,black,F,F7,7/22/1997,Tu,8074,8381
10275,black,M,F7,7/22/1997,Tu,8074,8381
10283,black,M,F7,7/22/1997,Tu,7933,7136
